Source,Destination IP,Packet Length
Echo plus 2nd gen,52.216.186.211,1079
Motog Phone,3.213.38.208,83507
Motog Phone,99.84.181.69,78608
Echo plus 2nd gen,52.216.187.11,1079
Echo plus 2nd gen,52.216.64.200,2158
Echo Look,52.46.141.48,1478661
Echo plus 2nd gen,52.216.136.99,2158
Motog Phone,13.249.40.84,27030
Echo plus 2nd gen,99.84.220.183,2169
Echo plus 2nd gen,52.216.24.228,2158
Echo plus 2nd gen,52.216.243.164,1079
Echo plus 2nd gen,52.216.144.163,1079
Motog Phone,172.217.15.104,7791
Motog Phone,172.217.5.238,113314
Echo plus 2nd gen,52.216.236.3,1079
Echo plus 2nd gen,52.216.20.227,1079
Echo plus 2nd gen,52.216.78.4,1079
Echo plus 2nd gen,52.217.8.212,1079
Echo plus 2nd gen,52.46.141.48,226264
Echo plus 2nd gen,52.216.205.27,1079
Motog Phone,100.25.172.139,4947
Motog Phone,34.203.132.23,3667
Echo plus 2nd gen,52.216.136.43,1079
Echo plus 2nd gen,52.216.239.107,1079
Echo plus 2nd gen,52.216.176.179,1079
Motog Phone,52.85.145.196,16465
Echo plus 2nd gen,52.216.162.187,1079
Motog Phone,172.217.7.130,78029
Motog Phone,52.119.196.31,572135
Motog Phone,18.208.47.82,5013
Motog Phone,172.217.7.161,154502
Echo plus 2nd gen,52.216.85.43,1079
Echo plus 2nd gen,52.216.26.84,1079
Echo plus 2nd gen,52.216.243.44,1079
Echo Look,52.46.157.16,18302
Echo plus 2nd gen,52.216.169.123,1079
Echo plus 2nd gen,52.217.14.44,1079
Echo plus 2nd gen,52.216.128.211,1079
Echo plus 2nd gen,52.216.24.188,1079
Echo plus 2nd gen,52.216.109.123,1079
Echo plus 2nd gen,52.216.206.203,1079
Motog Phone,69.10.182.70,147277
Motog Phone,54.89.8.233,9750
Motog Phone,3.214.19.208,10913
Motog Phone,99.84.181.40,127097
Echo Look,52.46.145.172,562962
Echo plus 2nd gen,52.217.37.108,1079
Echo plus 2nd gen,52.217.11.100,1079
Echo plus 2nd gen,52.217.13.36,1079
Echo plus 2nd gen,52.216.178.179,1079
Motog Phone,172.217.197.100,5310
Echo plus 2nd gen,52.216.113.171,2158
Echo plus 2nd gen,52.216.244.204,1079
Echo plus 2nd gen,52.216.249.140,1079
Echo plus 2nd gen,52.216.101.219,1079
Echo plus 2nd gen,52.216.79.12,52342
Echo plus 2nd gen,52.216.94.59,1079
Ring Door bell,50.19.25.161,9597
Google onHub,50.19.25.161,2979
Echo plus 2nd gen,52.216.109.139,1079
Echo Look,52.94.224.113,33831
Echo Look,52.94.233.109,493078
Echo plus 2nd gen,52.216.130.11,2158
Echo plus 2nd gen,52.216.66.0,1079
Motog Phone,172.217.7.163,43121
Motog Phone,52.45.230.217,4880
Motog Phone,34.226.163.160,121033
Motog Phone,13.249.40.58,1610
Motog Phone,172.217.15.78,297205
Motog Phone,35.173.7.56,29292
Motog Phone,99.84.181.12,81143
Echo plus 2nd gen,52.216.233.43,1079
Echo plus 2nd gen,52.216.160.19,1079
Motog Phone,34.232.6.198,2121
Echo plus 2nd gen,52.216.102.67,2158
Echo plus 2nd gen,52.216.144.27,1079
Echo plus 2nd gen,52.217.39.172,1079
Echo plus 2nd gen,52.216.100.131,1079
Echo plus 2nd gen,52.216.112.203,2187
Echo plus 2nd gen,52.216.138.75,1079
Echo plus 2nd gen,52.216.165.99,1079
Echo plus 2nd gen,52.216.206.243,1079
Echo plus 2nd gen,52.216.107.228,1079
Echo Look,107.175.144.206,90
Motog Phone,54.239.27.116,26386
Motog Phone,52.7.66.91,10744
Echo plus 2nd gen,52.216.135.3,1079
Motog Phone,69.10.180.70,111232
Echo Look,52.119.162.179,43905
Echo Look,99.84.181.36,1800
Echo Look,13.249.43.81,1899
Echo plus 2nd gen,52.216.108.67,1079
Motog Phone,172.253.122.153,10362
Motog Phone,52.46.157.6,22851
Motog Phone,224.0.0.22,42722
Motog Phone,52.94.224.25,205806
Motog Phone,3.91.171.218,73014
Motog Phone,224.0.0.251,1567975
Motog Phone,52.94.233.109,171980
Echo plus 2nd gen,192.168.1.154,334
Echo plus 2nd gen,52.216.104.243,1079
Google onHub,172.217.13.78,3207
Echo plus 2nd gen,52.216.21.131,1079
Echo Look,52.94.241.196,126871
Echo plus 2nd gen,52.216.99.11,1079
Echo plus 2nd gen,52.216.107.76,2158
Echo plus 2nd gen,52.217.37.36,1079
Google onHub,172.217.5.234,10339921
Echo plus 2nd gen,52.216.107.124,1079
Echo plus 2nd gen,138.236.128.36,180
Echo plus 2nd gen,52.119.168.148,71037
Echo plus 2nd gen,54.192.30.64,578
Echo plus 2nd gen,54.192.30.121,1310
Echo plus 2nd gen,72.21.195.82,6464
Echo plus 2nd gen,176.32.98.108,9655
Echo plus 2nd gen,54.239.31.104,3423
Echo plus 2nd gen,52.216.179.155,2158
Motog Phone,54.176.221.190,3982
Echo plus 2nd gen,52.216.248.132,1079
Echo plus 2nd gen,52.216.178.235,1079
Desktop (server),54.171.230.55,17527
Echo plus 2nd gen,52.216.170.187,1079
Motog Phone,34.206.151.104,21288
Motog Phone,34.194.90.150,2629
Motog Phone,13.249.46.217,7269
Motog Phone,52.202.198.160,9826
Motog Phone,52.201.87.88,51087
Echo plus 2nd gen,52.216.102.35,1079
Motog Phone,172.217.7.142,239170
Motog Phone,34.225.15.44,3622
Echo plus 2nd gen,52.216.76.36,1079
Echo plus 2nd gen,52.216.249.76,1079
Echo plus 2nd gen,52.217.11.148,1079
Smartwifiplug,52.27.238.117,2400
Google onHub,52.27.238.117,2480
Echo plus 2nd gen,52.216.76.140,1079
Echo plus 2nd gen,52.216.186.203,1079
Motog Phone,31.13.66.4,60690
Echo plus 2nd gen,52.216.185.139,1079
Echo plus 2nd gen,52.216.162.43,1079
Echo plus 2nd gen,52.216.138.243,1079
Echo plus 2nd gen,52.216.112.148,1079
Echo plus 2nd gen,52.216.8.83,2158
Echo plus 2nd gen,52.217.41.36,2158
Echo plus 2nd gen,52.217.39.228,2158
Motog Phone,172.217.7.208,23691
Echo plus 2nd gen,52.216.171.3,1079
Echo plus 2nd gen,52.216.242.84,1079
Echo plus 2nd gen,54.239.19.122,14867
Echo plus 2nd gen,52.217.47.20,2158
Echo plus 2nd gen,52.216.185.147,1079
Echo plus 2nd gen,52.216.226.112,1079
Echo Look,52.94.243.7,158659
Echo plus 2nd gen,176.32.101.122,28272
Echo plus 2nd gen,52.216.128.187,1079
Echo plus 2nd gen,52.216.128.251,2158
Echo plus 2nd gen,52.216.179.227,1079
Echo plus 2nd gen,52.216.85.51,1079
Echo plus 2nd gen,52.216.84.211,1079
Echo plus 2nd gen,52.216.9.195,1079
Echo plus 2nd gen,52.217.42.180,2158
Motog Phone,34.197.194.227,4947
Motog Phone,18.205.232.235,48292
Echo Look,205.251.243.137,19402
Echo plus 2nd gen,52.216.205.171,2158
Echo plus 2nd gen,52.216.86.43,1079
Ring Door bell,3.210.5.99,7985
Google onHub,3.210.5.99,2979
Echo plus 2nd gen,52.216.114.187,1079
Echo plus 2nd gen,52.216.192.32,1079
Echo plus 2nd gen,52.216.184.187,2158
Echo plus 2nd gen,52.94.240.240,17437
Echo plus 2nd gen,52.216.176.251,1079
Echo plus 2nd gen,52.216.82.224,1079
Echo plus 2nd gen,52.216.242.52,1079
Echo plus 2nd gen,52.216.170.3,1079
Echo plus 2nd gen,52.216.207.27,1079
Echo Look,52.46.157.6,10065
Echo Look,52.46.129.41,1517046
Echo plus 2nd gen,52.216.1.40,1079
Echo plus 2nd gen,54.231.114.98,1079
Motog Phone,3.210.137.193,4882
Motog Phone,3.211.214.12,7208
Echo plus 2nd gen,52.217.32.204,1079
Echo plus 2nd gen,52.216.168.163,1079
Echo plus 2nd gen,52.216.161.3,1079
Echo plus 2nd gen,52.217.10.148,1079
Motog Phone,172.217.5.226,48666
Echo plus 2nd gen,52.216.96.67,1079
Echo plus 2nd gen,52.216.12.140,1079
Echo plus 2nd gen,52.217.45.180,1079
Echo plus 2nd gen,52.216.239.27,2158
Echo plus 2nd gen,52.216.133.203,1079
Echo plus 2nd gen,52.216.93.59,1079
Echo plus 2nd gen,13.249.43.105,1691
Echo plus 2nd gen,52.216.89.140,1079
Motog Phone,3.86.124.162,108027
Motog Phone,52.3.201.231,7340
Echo plus 2nd gen,52.216.27.108,1079
Echo plus 2nd gen,52.216.168.179,2158
Echo plus 2nd gen,52.216.244.92,1079
Echo plus 2nd gen,52.216.132.227,1079
Echo plus 2nd gen,52.216.225.176,1079
Echo plus 2nd gen,52.217.36.228,1079
Echo plus 2nd gen,52.216.242.60,1079
Echo Look,52.119.196.25,15871
Echo plus 2nd gen,52.217.10.12,2158
Echo plus 2nd gen,52.217.12.100,1079
Echo plus 2nd gen,52.216.96.123,1079
Echo plus 2nd gen,52.216.107.108,1079
Echo plus 2nd gen,54.231.98.128,1079
Motog Phone,34.234.50.209,10732
Echo plus 2nd gen,52.217.38.180,2158
Echo plus 2nd gen,52.216.137.236,1079
Echo plus 2nd gen,52.216.108.179,1079
Echo plus 2nd gen,52.216.169.203,1079
Echo plus 2nd gen,52.216.237.43,1079
Echo plus 2nd gen,52.216.100.3,1079
Echo plus 2nd gen,52.216.77.76,1079
Echo plus 2nd gen,52.216.238.19,2158
Echo plus 2nd gen,52.216.236.139,1079
Echo plus 2nd gen,52.216.18.0,1079
Echo plus 2nd gen,52.85.149.25,389473
Echo plus 2nd gen,52.216.8.51,1079
Echo plus 2nd gen,52.216.133.107,1079
Echo plus 2nd gen,52.216.146.155,1079
Motog Phone,54.174.249.177,14349
Echo plus 2nd gen,99.84.189.100,474583
Echo plus 2nd gen,54.231.115.27,1079
Echo plus 2nd gen,52.217.45.132,2158
Echo plus 2nd gen,13.249.43.169,399653
Ring Door bell,34.192.124.198,9367
Google onHub,34.192.124.198,4353
Echo plus 2nd gen,52.216.205.203,3266
Echo plus 2nd gen,52.216.99.43,1079
Echo plus 2nd gen,52.216.25.68,1079
Echo plus 2nd gen,52.216.89.204,2158
Echo plus 2nd gen,52.217.13.68,1079
Echo plus 2nd gen,52.216.184.251,1079
Echo plus 2nd gen,52.216.143.132,2158
Echo plus 2nd gen,52.216.146.91,1079
Echo plus 2nd gen,52.216.77.148,1079
Echo plus 2nd gen,52.216.137.148,2158
Echo plus 2nd gen,52.216.185.187,1079
Motog Phone,52.54.246.54,86944
Motog Phone,23.22.227.253,7208
Echo plus 2nd gen,52.216.84.171,1079
Echo plus 2nd gen,52.216.114.147,1079
Echo plus 2nd gen,52.216.139.91,1079
Echo plus 2nd gen,52.216.186.51,1079
Echo plus 2nd gen,52.216.170.99,1079
Motog Phone,172.217.13.229,23155
Echo plus 2nd gen,52.217.0.83,1079
Echo plus 2nd gen,52.216.236.163,2158
Desktop (server),152.1.18.103,27337
Echo plus 2nd gen,52.217.1.252,1079
Echo plus 2nd gen,52.216.98.163,1079
Echo plus 2nd gen,52.216.163.51,1079
Echo plus 2nd gen,52.216.96.251,1079
Echo plus 2nd gen,52.217.4.44,2158
Motog Phone,34.230.119.47,8889
Echo plus 2nd gen,52.216.114.115,1079
Echo plus 2nd gen,52.216.241.92,2158
Echo plus 2nd gen,52.217.46.244,1079
Motog Phone,13.249.43.84,6672
Motog Phone,104.17.128.1,65964
Echo plus 2nd gen,52.216.25.204,1079
Echo Look,52.94.234.195,979638
Echo plus 2nd gen,52.216.112.51,2158
Echo plus 2nd gen,54.231.48.240,1079
Echo plus 2nd gen,54.239.29.151,2013
Echo plus 2nd gen,52.216.239.91,1079
Echo Look,52.94.240.240,11259
Echo Look,52.46.158.181,433677
Echo plus 2nd gen,52.216.140.220,1079
Echo plus 2nd gen,52.217.42.108,2158
Echo plus 2nd gen,52.216.162.3,1079
Echo plus 2nd gen,52.216.228.136,1079
Google onHub,204.85.30.13,560563932
Echo plus 2nd gen,54.239.28.187,2013
Echo plus 2nd gen,52.216.233.115,1079
Motog Phone,52.94.233.164,14710
Echo plus 2nd gen,54.239.29.194,3293
Motog Phone,54.160.179.67,10607
Echo plus 2nd gen,52.216.136.11,1079
Echo plus 2nd gen,52.216.142.236,2158
Echo plus 2nd gen,52.216.200.179,2158
Echo plus 2nd gen,52.216.243.92,1079
Echo plus 2nd gen,52.216.110.195,1079
Echo plus 2nd gen,52.217.47.12,1079
Echo plus 2nd gen,52.216.108.139,1079
Echo plus 2nd gen,52.216.177.179,1079
Echo plus 2nd gen,52.216.134.243,2224
Echo plus 2nd gen,52.216.89.59,1079
Echo plus 2nd gen,52.216.78.196,1079
Echo plus 2nd gen,52.216.76.52,1079
Echo plus 2nd gen,52.216.133.139,1079
Echo Look,54.192.30.113,1288
Echo plus 2nd gen,52.216.186.83,1079
Motog Phone,52.85.145.16,13416
Echo plus 2nd gen,52.216.228.80,1079
Echo plus 2nd gen,52.216.114.219,1079
Echo plus 2nd gen,52.216.82.0,1079
Echo plus 2nd gen,52.216.225.64,1079
Echo plus 2nd gen,13.249.43.35,644
Echo plus 2nd gen,52.217.32.60,1079
Echo plus 2nd gen,52.216.136.148,1079
Echo plus 2nd gen,52.216.161.155,1079
Ring Door bell,35.172.47.40,12133
Google onHub,35.172.47.40,5519
Echo plus 2nd gen,52.216.200.27,1079
Echo plus 2nd gen,52.216.92.243,2158
Echo plus 2nd gen,52.216.27.100,1079
Motog Phone,54.209.22.203,10872
Motog Phone,172.217.5.229,11604
Echo plus 2nd gen,52.216.77.132,2158
Smartwifiplug,35.160.65.0,3351
Google onHub,35.160.65.0,3451
Ring Door bell,208.79.89.249,90
Google onHub,208.79.89.249,90
Ring Door bell,104.17.128.1,1700154
Google onHub,104.17.128.1,1687912
Echo plus 2nd gen,52.216.12.20,1079
Desktop (server),13.249.43.2,2542
Desktop (server),91.189.88.152,587217
Desktop (server),54.192.30.70,19911
Desktop (server),13.249.43.98,2750
Desktop (server),91.189.92.19,2770
Desktop (server),91.189.92.18,48228
Desktop (server),91.189.88.142,353793
Echo plus 2nd gen,52.217.42.252,1079
Echo plus 2nd gen,52.216.131.83,1079
Echo plus 2nd gen,52.217.14.212,43997
Echo plus 2nd gen,52.216.77.180,1079
Echo plus 2nd gen,52.216.161.107,1079
Echo plus 2nd gen,54.231.115.11,1618
Echo plus 2nd gen,52.216.185.195,1079
Echo plus 2nd gen,52.217.4.20,1079
Echo plus 2nd gen,52.216.178.59,1079
Echo plus 2nd gen,52.216.129.19,1079
Motog Phone,172.217.9.206,210192
Motog Phone,34.237.170.25,7057
Echo plus 2nd gen,52.216.138.99,1079
Echo plus 2nd gen,52.216.144.83,1079
Echo plus 2nd gen,52.216.102.11,2224
Echo plus 2nd gen,52.216.27.172,1079
Motog Phone,99.84.185.141,20130
Echo plus 2nd gen,52.217.14.140,1079
Desktop (server),8.43.85.13,30900
Desktop (server),151.101.250.49,18446
Echo plus 2nd gen,52.216.16.56,1079
Echo plus 2nd gen,52.216.137.60,1079
Desktop (server),91.189.92.38,100684
Desktop (server),91.189.92.41,66500
Echo plus 2nd gen,52.216.236.227,1079
Echo plus 2nd gen,52.216.104.139,1079
Echo plus 2nd gen,52.216.102.83,1079
Motog Phone,54.174.232.221,16024
Echo plus 2nd gen,52.216.140.172,1079
Echo plus 2nd gen,52.217.9.140,1079
Echo plus 2nd gen,52.216.238.243,1079
Echo plus 2nd gen,52.216.144.251,2158
Echo plus 2nd gen,52.216.137.164,1079
Echo plus 2nd gen,52.216.250.156,1079
Echo plus 2nd gen,52.216.136.67,1079
Echo plus 2nd gen,52.216.165.179,1079
Echo plus 2nd gen,52.216.100.115,1079
Echo plus 2nd gen,52.216.94.43,1079
Echo plus 2nd gen,52.217.14.204,1079
Echo plus 2nd gen,52.216.226.64,1079
Echo plus 2nd gen,52.216.244.100,1079
Echo plus 2nd gen,52.216.106.132,1079
Echo plus 2nd gen,52.216.140.52,1079
Echo plus 2nd gen,52.216.170.211,1079
Echo plus 2nd gen,52.216.20.251,1079
Echo plus 2nd gen,52.216.171.67,1079
Echo plus 2nd gen,54.231.32.107,1079
Echo plus 2nd gen,52.216.245.4,1079
Echo plus 2nd gen,52.216.227.72,1079
Echo plus 2nd gen,52.216.138.171,3237
Echo plus 2nd gen,52.217.11.108,2158
Echo plus 2nd gen,52.217.9.180,1079
Ring Door bell,52.205.112.56,12753
Google onHub,52.205.112.56,7859
Motog Phone,18.233.116.70,8708
Echo plus 2nd gen,52.216.21.3,1079
Echo plus 2nd gen,52.46.158.171,89735
Echo plus 2nd gen,52.216.177.131,1079
Echo plus 2nd gen,52.216.227.88,1079
Echo plus 2nd gen,52.216.226.88,1079
Echo plus 2nd gen,52.217.14.196,1079
Echo plus 2nd gen,52.216.88.219,1079
Echo plus 2nd gen,52.216.186.243,1079
Echo plus 2nd gen,52.216.111.35,2158
Echo Look,54.239.18.122,199658
Echo plus 2nd gen,52.217.8.196,2158
Echo plus 2nd gen,52.217.12.180,1079
Echo plus 2nd gen,52.216.138.83,1079
Motog Phone,13.249.46.105,29661
Echo plus 2nd gen,52.216.179.11,1079
Echo plus 2nd gen,54.231.81.64,1079
Echo plus 2nd gen,52.216.184.115,1079
Echo plus 2nd gen,52.216.98.11,1079
Echo Look,52.46.144.134,37139
Echo plus 2nd gen,52.216.24.164,1079
Echo plus 2nd gen,52.216.78.44,1079
Echo plus 2nd gen,52.216.102.107,1079
Echo plus 2nd gen,52.216.239.51,1079
Echo plus 2nd gen,52.216.19.40,1079
Echo plus 2nd gen,52.216.192.16,1079
Motog Phone,172.217.7.174,177150
Motog Phone,3.233.204.221,3544
Echo plus 2nd gen,52.216.137.172,1079
Echo plus 2nd gen,52.216.205.251,1079
Echo plus 2nd gen,52.216.81.168,1079
Echo plus 2nd gen,52.216.110.115,1079
Echo plus 2nd gen,52.217.14.124,1079
Echo plus 2nd gen,52.216.200.251,1079
Echo plus 2nd gen,52.216.178.43,1079
Echo Look,72.21.195.82,19914
Echo plus 2nd gen,52.216.146.219,1079
Echo plus 2nd gen,52.216.109.11,1079
Echo plus 2nd gen,52.216.106.27,1079
Echo plus 2nd gen,52.217.32.92,2224
Echo plus 2nd gen,52.216.19.48,1079
Motog Phone,3.81.177.145,10660
Echo plus 2nd gen,52.216.114.83,1079
Echo plus 2nd gen,52.216.168.83,1079
Echo plus 2nd gen,52.216.112.227,1079
Motog Phone,99.84.185.79,6450
Echo plus 2nd gen,52.216.178.123,1079
Echo plus 2nd gen,52.217.41.84,1079
Echo plus 2nd gen,52.217.43.172,2224
Echo plus 2nd gen,52.216.249.60,1079
Echo plus 2nd gen,52.216.224.104,1079
Echo plus 2nd gen,52.216.96.163,2158
Echo plus 2nd gen,52.216.241.84,1079
Echo plus 2nd gen,52.217.1.204,1079
Echo Look,52.46.129.109,3593
Echo plus 2nd gen,54.173.189.18,15912
Echo plus 2nd gen,52.216.140.196,1079
Echo plus 2nd gen,52.216.179.35,1079
Echo plus 2nd gen,52.217.10.164,1079
Echo plus 2nd gen,52.216.170.83,1079
Echo plus 2nd gen,52.216.168.107,1079
Echo plus 2nd gen,52.216.114.35,1079
Echo plus 2nd gen,52.217.15.108,1079
Ring Door bell,52.20.43.119,9367
Google onHub,52.20.43.119,4353
Echo plus 2nd gen,52.216.96.171,1079
Echo plus 2nd gen,52.216.107.44,1079
Echo plus 2nd gen,54.86.203.206,6120
Echo plus 2nd gen,52.217.36.28,1079
Echo plus 2nd gen,52.216.236.147,1079
Echo plus 2nd gen,52.94.243.7,65005
Echo plus 2nd gen,52.216.109.107,2158
Echo plus 2nd gen,52.216.136.19,2224
Echo plus 2nd gen,52.216.112.27,1079
Echo plus 2nd gen,52.216.242.188,1079
Echo plus 2nd gen,52.216.77.68,2158
Echo plus 2nd gen,52.20.53.167,15912
Motog Phone,54.208.166.36,12851
Echo plus 2nd gen,52.216.206.227,1079
Echo plus 2nd gen,3.224.82.88,14688
Echo plus 2nd gen,52.216.76.44,1079
Echo plus 2nd gen,52.216.232.155,1079
Echo plus 2nd gen,52.216.169.51,1079
Echo plus 2nd gen,52.216.133.211,1079
Echo plus 2nd gen,52.216.16.136,1079
Echo plus 2nd gen,54.231.120.211,1079
Echo plus 2nd gen,52.216.8.195,1079
Echo plus 2nd gen,52.217.36.12,2158
Echo plus 2nd gen,52.217.38.92,1079
Echo plus 2nd gen,52.216.233.219,1079
Echo Look,104.236.52.16,90
Echo Look,54.192.30.79,644
Echo Look,176.32.101.46,34735
Echo Look,99.84.181.81,1244
Echo Look,52.46.133.19,43711
Motog Phone,34.195.184.98,10968
Echo plus 2nd gen,52.216.230.155,1079
Echo plus 2nd gen,52.216.108.147,1079
Motog Phone,3.224.180.103,19190
Motog Phone,3.227.250.150,73621
Motog Phone,52.119.197.96,146104
Google onHub,172.217.7.206,6150
Echo plus 2nd gen,54.231.33.179,1079
Echo plus 2nd gen,52.217.39.220,1079
Echo plus 2nd gen,52.216.177.139,1079
Echo plus 2nd gen,52.216.178.51,1079
Echo plus 2nd gen,52.216.24.140,2187
Echo plus 2nd gen,52.216.176.11,1079
Echo plus 2nd gen,52.216.170.67,1079
Echo plus 2nd gen,162.159.200.1,90
Echo plus 2nd gen,13.249.43.76,1222
Echo plus 2nd gen,13.249.43.6,655
Echo plus 2nd gen,52.46.157.6,22850
Echo plus 2nd gen,52.46.133.103,39456
Echo plus 2nd gen,52.46.133.19,3423
Echo plus 2nd gen,52.216.163.147,1079
Google onHub,172.217.8.14,52179
Echo plus 2nd gen,52.217.37.140,3237
Echo plus 2nd gen,52.216.128.195,1079
Motog Phone,52.53.61.24,3776
Echo plus 2nd gen,52.216.65.56,1079
Echo plus 2nd gen,52.216.145.67,1079
Echo plus 2nd gen,52.216.79.20,1079
Echo plus 2nd gen,52.216.161.91,2158
Echo plus 2nd gen,52.216.25.92,1079
Echo plus 2nd gen,52.217.46.236,2158
Motog Phone,52.6.153.165,1817
Motog Phone,34.203.170.45,2924
Motog Phone,172.217.13.240,4797
Echo plus 2nd gen,52.216.241.52,1079
Echo plus 2nd gen,35.172.176.176,18360
Echo plus 2nd gen,52.216.142.220,1079
Echo plus 2nd gen,52.216.177.19,1079
Echo plus 2nd gen,52.216.168.155,1079
Echo plus 2nd gen,52.216.204.195,2158
Echo plus 2nd gen,52.216.82.72,1079
Echo plus 2nd gen,18.215.1.131,4896
Motog Phone,3.221.212.249,40643
Echo plus 2nd gen,52.216.250.60,1079
Echo plus 2nd gen,52.216.26.132,2158
Echo plus 2nd gen,52.217.40.252,2158
Echo plus 2nd gen,52.216.105.195,1079
Echo plus 2nd gen,52.216.25.44,1079
Echo plus 2nd gen,52.216.106.59,1079
Echo plus 2nd gen,52.216.176.67,2158
Echo plus 2nd gen,52.216.171.107,1079
Echo plus 2nd gen,52.216.102.131,1079
Echo plus 2nd gen,52.216.76.28,1079
Ring Door bell,52.73.165.25,8155
Google onHub,52.73.165.25,3099
Echo plus 2nd gen,52.217.38.148,1942
Motog Phone,34.206.169.43,1772
Echo plus 2nd gen,52.216.128.75,1079
Echo plus 2nd gen,52.217.39.20,1079
Echo plus 2nd gen,54.239.27.11,59900
Echo plus 2nd gen,52.216.138.131,1079
Echo plus 2nd gen,52.217.38.220,1079
Echo plus 2nd gen,52.216.77.12,1079
Echo plus 2nd gen,52.216.241.28,1079
Echo plus 2nd gen,52.216.143.140,1079
Echo plus 2nd gen,52.217.42.196,1079
Echo plus 2nd gen,52.216.140.156,1079
Echo plus 2nd gen,52.217.40.4,1079
Echo plus 2nd gen,54.231.49.218,1079
Echo plus 2nd gen,52.217.1.132,1079
Echo plus 2nd gen,52.216.171.187,1079
Motog Phone,34.202.32.232,14458
Google onHub,172.217.15.110,29772
Echo plus 2nd gen,52.216.10.147,1079
Echo plus 2nd gen,52.216.169.35,1079
Echo plus 2nd gen,52.216.251.36,1079
Echo plus 2nd gen,52.216.224.16,1079
Echo plus 2nd gen,52.216.96.179,1079
Echo plus 2nd gen,52.216.112.131,2158
Echo plus 2nd gen,52.216.86.19,2224
Echo plus 2nd gen,52.216.82.104,1079
Echo plus 2nd gen,52.217.46.84,1079
Echo plus 2nd gen,99.84.181.74,3316
Echo plus 2nd gen,52.216.113.131,1079
Echo plus 2nd gen,52.217.36.36,1079
Echo Look,176.32.99.246,29103
Echo Look,52.119.164.214,57726
Motog Phone,3.228.121.198,106021
Motog Phone,54.239.31.104,17508
Echo plus 2nd gen,52.216.177.187,1079
Echo plus 2nd gen,52.216.138.123,2158
Echo plus 2nd gen,52.217.32.84,1079
Motog Phone,99.84.185.175,32688
Echo plus 2nd gen,52.217.33.28,1079
Echo plus 2nd gen,52.216.80.200,1079
Echo plus 2nd gen,52.216.243.28,1079
Echo plus 2nd gen,52.216.9.155,1079
Echo plus 2nd gen,52.216.240.116,1079
Echo plus 2nd gen,52.216.248.212,1079
Echo plus 2nd gen,52.216.237.147,2158
Echo plus 2nd gen,52.216.233.11,1079
Echo plus 2nd gen,52.217.36.68,1079
Echo plus 2nd gen,52.216.132.235,1079
Echo plus 2nd gen,52.216.141.124,1079
Echo plus 2nd gen,52.216.139.107,1079
Echo plus 2nd gen,52.216.205.131,1079
Echo plus 2nd gen,52.216.104.219,1079
